,Land_class,x,y,ID,pres,sex,age,status,country,year,season,region
20001,Agriculture/natural vegetation,3403635.342,2032494.412,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20002,Woodland,3279497.249,2301210.429,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20003,"Natural grasslands, heath and scrub",3357701.598,2073330.805,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20004,Urban,3395858.674,2034409.173,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20005,Woodland,3402003.819,2050059.362,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20006,"Natural grasslands, heath and scrub",3461499.012,2118150.568,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20007,Woodland,3108684.315,2311873.526,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20008,Arable (non-irrigated),3906040.21,2872325.089,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20009,Arable (non-irrigated),3920181.75,2911101.085,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20010,Arable (non-irrigated),3904848.444,2872987.822,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20011,"Natural grasslands, heath and scrub",3419536.046,2168406.154,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20012,Arable (non-irrigated),3462333.799,2108690.395,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20013,Arable (non-irrigated),3453718.277,2054036.779,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20014,Woodland,3300212.853,2177029.28,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20015,Arable (non-irrigated),3909374.285,2882157.007,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20016,"Natural grasslands, heath and scrub",3466008.369,2110947.189,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20017,Permanent grasslands,3276772.405,2296314.227,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20018,Arable (non-irrigated),3062984.587,2183012.776,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20019,Orchards and vineyards,3352681.535,1913026.921,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20020,"Natural grasslands, heath and scrub",3927938.182,2914962.122,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20021,Arable (non-irrigated),3465130.989,2166660.054,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20022,Arable (non-irrigated),3156268.716,1998111.993,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20023,Arable (non-irrigated),3366546.45,2080684.946,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20024,Arable (non-irrigated),3319331.011,2234155.675,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20025,Arable (non-irrigated),3112933.446,2297112.652,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20026,Arable (non-irrigated),3920878.153,2919089.472,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20027,Arable (non-irrigated),3466125.182,2164846.06,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20028,Arable (irrigated),3460743.752,2161251.427,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20029,Agriculture/natural vegetation,3399310.202,2042160.879,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20030,Arable (non-irrigated),3455329.717,2113623.37,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20031,Arable (irrigated),3415829.549,2173258.171,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20032,"Natural grasslands, heath and scrub",3293015.652,2179163.296,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20033,"Natural grasslands, heath and scrub",2810479.732,1773945.628,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20034,Arable (irrigated),3446359.968,2093418.698,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20035,Arable (non-irrigated),3415464.311,2171392.144,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20036,"Natural grasslands, heath and scrub",3403182.865,2044641.763,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20037,"Natural grasslands, heath and scrub",3449006.323,2086641.92,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20038,Urban,3325151.978,2215450.311,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20039,"Natural grasslands, heath and scrub",3319842.996,2224520.103,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20040,Urban,3325643.992,2215213.463,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20041,"Natural grasslands, heath and scrub",3072610.242,2275089.434,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20042,Complex cultivation patterns,3352159.7,1916362.877,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20043,Woodland,3264908.547,2285217.17,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20044,Arable (non-irrigated),3927547.963,2900604.595,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20045,Woodland,3396040.377,2039839.286,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20046,Arable (non-irrigated),3928756.4,2902750.395,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20047,Arable (irrigated),3111670.287,2298279.111,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20048,Woodland,3271570.275,2298110.233,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20049,Woodland,3356710.676,1914813.375,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20050,Arable (non-irrigated),3924553.98,2921812.134,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20051,Arable (non-irrigated),3154385.59,1999812.74,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20052,Arable (non-irrigated),3473161.789,2122382.109,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20053,Urban,3328810.121,2214703.267,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20054,Complex cultivation patterns,3702537.685,2337794.644,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20055,Woodland,3461120.598,2114475.156,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20056,Arable (non-irrigated),3907522.599,2876521.945,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20057,Arable (non-irrigated),3258923.608,2275998.606,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20058,Woodland,3364891.229,2076366.408,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20059,Arable (non-irrigated),3924633.833,2919205.699,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20060,Agriculture/natural vegetation,3463177.024,2161073.801,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20061,Agriculture/natural vegetation,3450951.478,2087794.209,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20062,Woodland,3109739.912,2306779.631,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20063,"Natural grasslands, heath and scrub",3465671.186,2161305.652,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20064,"Natural grasslands, heath and scrub",3932787.721,2915215.67,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20065,Arable (non-irrigated),3123199.454,2012094.984,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20066,Woodland,2814119.409,1774263.998,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20067,Arable (non-irrigated),3910497.594,2898067.116,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20068,Inland marshes and bogs,3457081.345,2173132.52,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20069,Arable (non-irrigated),3454657.805,2167722.198,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20070,Arable (non-irrigated),3894932.474,2828786.675,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20071,"Natural grasslands, heath and scrub",3314077.459,2208787.817,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20072,"Natural grasslands, heath and scrub",3260837.65,2278389.757,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20073,Arable (non-irrigated),3448927.083,2172017.131,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20074,Orchards and vineyards,3321394.59,2217468.244,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20075,Arable (non-irrigated),3264096.55,2273917.049,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20076,Arable (non-irrigated),3923221.206,2915169.637,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20077,Arable (non-irrigated),3446474.523,2077792.213,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20078,"Natural grasslands, heath and scrub",3267847.762,2294380.745,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20079,Orchards and vineyards,3313929.441,2224595.844,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20080,Woodland,3268153.175,2288616.762,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20081,Arable (irrigated),3445479.798,2094776.469,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20082,Arable (non-irrigated),3148201.724,2002920.58,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20083,Woodland,2814169.873,1778545.971,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20084,Woodland,3155477.343,2002304.861,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20085,Arable (non-irrigated),3700633.155,2339801.266,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20086,"Natural grasslands, heath and scrub",3164608.646,2244958.201,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20087,Orchards and vineyards,3319090.916,2223442.214,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20088,Agriculture/natural vegetation,3398096.499,2049272.925,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20089,Complex cultivation patterns,3325174.489,2205073.887,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20090,Orchards and vineyards,3319928.831,2220384.4,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20091,"Natural grasslands, heath and scrub",3405639.951,2048755.233,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20092,Arable (irrigated),3471318.704,2124429.47,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20093,Arable (non-irrigated),3152843.259,2002142.223,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20094,Arable (non-irrigated),3258028.124,2280413.712,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20095,"Natural grasslands, heath and scrub",3931574.698,2906917.511,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20096,Arable (non-irrigated),3453409.401,2165066.771,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20097,"Natural grasslands, heath and scrub",3292315.756,2185301.492,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20098,"Natural grasslands, heath and scrub",3052301.384,2178949.344,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20099,"Natural grasslands, heath and scrub",3316201.066,2206325.86,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20100,Agriculture/natural vegetation,3450630.945,2170401.483,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20101,Arable (non-irrigated),3169985.495,2250881.912,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20102,Orchards and vineyards,3326407.011,2210945.452,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20103,Orchards and vineyards,3321643.921,2220079.388,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20104,Arable (irrigated),3062241.404,2183944.568,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20105,Woodland,3109946.212,2310403.205,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20106,Arable (non-irrigated),3918816.972,2900588.454,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20107,Arable (non-irrigated),3920257.9,2892392.028,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20108,Urban,3322704.417,2203655.329,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20109,Woodland,3112404.497,2299613.218,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20110,Arable (non-irrigated),3924444.206,2921918.478,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20111,Permanent grasslands,3269965.845,2291892.357,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20112,Arable (non-irrigated),3456503.764,2175737.752,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20113,Permanent grasslands,3109673.86,2306338.08,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20114,"Natural grasslands, heath and scrub",3300626.558,2174317.934,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20115,"Natural grasslands, heath and scrub",3470232.067,2121077.862,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20116,Arable (non-irrigated),3921632.53,2913088.904,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20117,Arable (non-irrigated),3164304.808,2246863.093,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20118,Woodland,3461581.72,2166120.683,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20119,"Natural grasslands, heath and scrub",3315020.782,2225145.853,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20120,Permanent grasslands,3908910.873,2885231.539,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20121,Woodland,3272896.045,2299796.519,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20122,Arable (irrigated),3463111.991,2170696.49,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20123,Arable (non-irrigated),3897826.769,2830229.121,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20124,Arable (non-irrigated),3315643.931,2227619.476,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20125,Arable (non-irrigated),3926540.712,2904597.178,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20126,Arable (non-irrigated),3359683.68,1919852.007,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20127,Arable (irrigated),3066695.488,2276712.292,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20128,Orchards and vineyards,3314445.846,2225326.8,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20129,Woodland,3359018.402,1918985.304,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20130,"Natural grasslands, heath and scrub",3316799.94,2204316.094,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20131,"Natural grasslands, heath and scrub",3446444.513,2085988.357,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20132,Complex cultivation patterns,3325062.492,2213113.45,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20133,Arable (non-irrigated),3451060.769,2168423.194,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20134,Woodland,3401712.893,2041167.37,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20135,Arable (non-irrigated),2810984.815,1776039.531,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20136,Arable (irrigated),3458089.441,2166721.261,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20137,"Natural grasslands, heath and scrub",3402434.872,2028991.268,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20138,Woodland,3273755.286,2294581.075,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20139,Arable (non-irrigated),3467076.513,2115807.615,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20140,Woodland,3929135.761,2912970.042,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20141,Woodland,3109841.187,2307491.536,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20142,Arable (non-irrigated),3447735.275,2178073.848,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20143,"Natural grasslands, heath and scrub",3456880.528,2123619.59,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20144,"Natural grasslands, heath and scrub",3304279.777,2176655.887,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20145,"Natural grasslands, heath and scrub",3399617.933,2049430.462,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20146,Arable (non-irrigated),3917288.808,2892131.365,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20147,Arable (non-irrigated),3917899.533,2914295.478,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20148,Woodland,3114852.059,2300711.719,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20149,Woodland,3395891.41,2051773.183,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20150,Woodland,3111734.828,2297587.538,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20151,"Natural grasslands, heath and scrub",3396194.144,2056084.883,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20152,Arable (non-irrigated),3361398.033,2080348.839,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20153,Woodland,3400018.569,2041448.521,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20154,Woodland,3318982.126,2233726.985,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20155,Arable (non-irrigated),3910032.602,2897207.526,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20156,Arable (non-irrigated),3929881.081,2902059.376,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20157,Woodland,3473258.53,2119694.315,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20158,Orchards and vineyards,3313191.801,2214947.972,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20159,Arable (irrigated),3078892.546,2150589.638,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20160,Arable (non-irrigated),3457958.526,2054106.433,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20161,Arable (non-irrigated),3915893.9,2891691.985,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20162,Permanent grasslands,3269485.556,2294732.54,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20163,Agriculture/natural vegetation,3460355.407,2118127.913,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20164,Agriculture/natural vegetation,3938777.209,2912434.839,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20165,Arable (non-irrigated),3919455.448,2915982.618,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20166,Arable (non-irrigated),3928259.994,2926945.062,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20167,Arable (non-irrigated),3263683.982,2288973.534,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20168,Arable (non-irrigated),3898073.15,2830188.454,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20169,Agriculture/natural vegetation,3321389.881,2202577.752,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20170,Woodland,3292043.018,2183231.659,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20171,Orchards and vineyards,3320295.86,2205173.662,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20172,Arable (non-irrigated),3931195.767,2922350.078,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20173,Arable (non-irrigated),3257782.698,2277093.399,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20174,Arable (non-irrigated),3268417.147,2280659.221,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20175,Arable (non-irrigated),3419736.981,2167452.586,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20176,"Natural grasslands, heath and scrub",3445168.055,2090571.58,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20177,Arable (non-irrigated),3935455.144,2904259.646,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20178,Arable (non-irrigated),3920428.347,2893125.503,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20179,"Natural grasslands, heath and scrub",3314883.744,2205951.236,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20180,Arable (non-irrigated),2811650.459,1777223.235,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20181,Urban,3075748.697,2148272.05,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20182,Arable (non-irrigated),3923250.933,2919910.778,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20183,"Natural grasslands, heath and scrub",3325886.645,2205912.825,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20184,"Natural grasslands, heath and scrub",3918115.487,2900579.445,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20185,Arable (non-irrigated),3917425.908,2913467.726,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20186,"Natural grasslands, heath and scrub",3311262.789,2206880.873,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20187,Arable (irrigated),3471803.499,2124190.605,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20188,Arable (non-irrigated),3464301.238,2164713.144,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20189,Arable (non-irrigated),3259574.316,2275619.6,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20190,Arable (non-irrigated),3904888.207,2871627.304,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20191,Arable (non-irrigated),3366400.096,2075951.919,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20192,Arable (non-irrigated),3402945.766,2066944.031,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20193,Woodland,3355289.498,1910695.815,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20194,"Natural grasslands, heath and scrub",3924318.593,2907631.845,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20195,Woodland,3925702.177,2909965.182,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20196,"Natural grasslands, heath and scrub",3444717.919,2087915.959,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20197,Agriculture/natural vegetation,3318530.299,2207484.327,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20198,Permanent grasslands,3294022.374,2178839.377,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20199,Arable (irrigated),3063074.858,2182348.699,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20200,Woodland,3267345.742,2292852.454,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20201,Woodland,3273386.887,2301528.262,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20202,"Natural grasslands, heath and scrub",3320806.472,2213324.031,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20203,Arable (non-irrigated),3367319.079,2077813.255,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20204,Arable (non-irrigated),3455798.041,2109233.101,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20205,Woodland,3359925.639,1919128.156,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20206,"Natural grasslands, heath and scrub",3401420.348,2030939.545,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20207,Orchards and vineyards,3349055.91,1913022.796,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20208,Woodland,3265752.354,2278546.332,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20209,Arable (non-irrigated),3446349.05,2076803.332,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20210,Arable (non-irrigated),3456602.28,2170235.04,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20211,"Natural grasslands, heath and scrub",3351482.166,1918535.571,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20212,Arable (non-irrigated),3164258.415,2247874.638,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20213,Arable (non-irrigated),3908540.354,2880674.103,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20214,Arable (non-irrigated),3923229.492,2901062.061,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20215,Arable (non-irrigated),3080969.35,2146955.248,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20216,"Natural grasslands, heath and scrub",3403818.005,2055947.048,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20217,"Natural grasslands, heath and scrub",3318744.699,2227197.144,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20218,Woodland,3462768.09,2113489.175,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20219,Arable (non-irrigated),3453092.315,2176324.852,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20220,Arable (non-irrigated),3921984.151,2914126.384,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20221,Arable (non-irrigated),3400805.482,2033600.232,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20222,Arable (non-irrigated),3464369.943,2107459.874,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20223,Orchards and vineyards,3323889.533,2203874.415,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20224,Arable (non-irrigated),3361959.523,2079759.634,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20225,Arable (non-irrigated),3457136.422,2167352.08,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20226,Permanent grasslands,3701902.029,2336395.67,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20227,Arable (non-irrigated),3915315.109,2911654.453,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20228,Orchards and vineyards,3359318.41,1918481.85,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20229,Arable (non-irrigated),3930923.052,2919436.111,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20230,Orchards and vineyards,3320560.613,2219685.305,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20231,Arable (non-irrigated),3415357.336,2171874.601,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20232,Arable (irrigated),3072726.057,2150242.644,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20233,Arable (irrigated),3317917.494,2227558.591,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20234,"Natural grasslands, heath and scrub",3927972.062,2905040.187,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20235,Inland water,3315934.099,2228578.915,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20236,Arable (non-irrigated),3117108.607,2302415.521,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20237,Woodland,3264058.428,2281435.139,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
20238,Arable (non-irrigated),3363982.803,2081856.54,Valladolid.04.200435,0,female,adult,migrant,spain,3,winter,ss
